coefficient_total_chairs,coefficient_state_New York,coefficient_state_Michigan,coefficient_state_Colorado,coefficient_state_California,coefficient_state_Pennsylvania,coefficient_state_New Hampshire,coefficient_state_Wisconsin,coefficient_state_Vermont,coefficient_state_Minnesota,coefficient_state_Utah,coefficient_state_Idaho,coefficient_state_Montana,coefficient_state_Massachusetts,coefficient_state_Washington,coefficient_state_Oregon,coefficient_state_New Mexico,coefficient_state_Maine,coefficient_state_Wyoming,coefficient_state_North Carolina,coefficient_state_Connecticut,coefficient_state_Ohio,coefficient_state_Nevada,coefficient_state_West Virginia,coefficient_state_Virginia,coefficient_state_Illinois,coefficient_state_Iowa,coefficient_state_Alaska,coefficient_state_New Jersey,coefficient_state_Arizona,coefficient_state_South Dakota,coefficient_state_Missouri,coefficient_state_Indiana,coefficient_state_Rhode Island,coefficient_state_Maryland,coefficient_state_Tennessee,coefficient_vertical_drop,coefficient_Snow Making_ac,coefficient_projectedDaysOpen,coefficient_averageSnowfall,coefficient_Runs,coefficient_yearsOpen,coefficient_NightSkiing_ac,coefficient_LongestRun_mi,coefficient_SkiableTerrain_ac,coefficient_daysOpenLastYear,coefficient_TerrainParks,coefficient_clusters,coefficient_fastEight,coefficient_trams,coefficient_fastSixes,coefficient_quad,coefficient_triple,coefficient_double,coefficient_surface,coefficient_fastQuads,explained_variance,mean_absolute_error,intercept
3257931773732.339,155216227613.06952,146481971416.77148,129059098800.28479,126296354969.73419,120519944915.63522,111128830741.50186,111128830740.51294,107771229109.83969,104282032858.13663,100647556764.28778,96851446750.19427,96851446748.49072,92873885160.5882,88690462298.82166,88690462298.74628,84270525169.00476,84270525168.37524,79574672307.51038,69127374085.22223,63201678471.85031,63201678470.99963,56616201102.188416,56616201101.44287,56616201100.97739,56616201100.27182,49106211861.16107,49106211860.29506,40156314711.753174,40156314711.75302,40156314710.52467,40156314710.177246,40156314709.83896,28438054258.62639,28438054258.36212,28438054258.21161,8.85674811257256,6.503173828125,3.9443359375,2.91815185546875,2.095947265625,0.82879638671875,0.80035400390625,0.21282958984375,-0.805084228515625,-1.63824462890625,-1.6899871826171875,-5.62066650390625,-30928272856.80534,-314600112762.8304,-366142861119.7033,-737271460652.033,-909691718280.2635,-1019755228951.6808,-1157186037348.6377,-1235089279641.597,0.3160035530948875,14.114379776002423,64.21285276005798
